Type	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular
Past	burned	dived	dreamed	dwelled	kneeled	learned	lighted	slinked	spilled	spoiled	strived	waked	burnt	dove	dreamt	dwelt	knelt	learnt	lit	slunk	spilt	spoilt	strove	woke
1896	2.135902026826183e-05	5.845474788657157e-07	5.577949910470384e-06	1.1678819029319649e-07	4.6219213345466414e-07	6.760573575905125e-05	1.545513337727503e-05	3.19714155150308e-09	5.60332572214455e-07	4.124910252098094e-06	2.8360826068559878e-08	1.0058749353447638e-06	1.2833518537393371e-05	3.0148396490403684e-06	1.430656880074821e-06	8.93554871644093e-06	3.211683471298394e-06	6.840431134540788e-06	7.851881621588421e-06	4.0405366316268297e-07	6.008406541825804e-07	1.3470144202593865e-06	3.5327833367253854e-06	2.560111072723105e-06
1897	2.1778177272478517e-05	5.913352327167689e-07	5.671941055749942e-06	1.2159940914508687e-07	4.657917591950016e-07	6.67538188281469e-05	1.5551348302064332e-05	3.716109372601092e-09	5.739581346071126e-07	4.236677926071154e-06	2.932646328953784e-08	1.0005829104946834e-06	1.2650337079581472e-05	2.961796813646548e-06	1.3912555069899618e-06	8.841420692208755e-06	3.245271922683709e-06	6.743022757811039e-06	7.903420737420674e-06	4.1364699703600696e-07	6.137857358875667e-07	1.343382905361068e-06	3.5545072673163044e-06	2.626046385298001e-06
1898	2.1899798022267142e-05	5.936194367807599e-07	5.684122957713303e-06	1.1420083926135963e-07	4.729674571990472e-07	6.607336295668833e-05	1.5459609000702456e-05	3.6293574970766176e-09	5.751507257757891e-07	4.233340600226906e-06	3.0514838655903986e-08	1.0021456010430744e-06	1.2409344110762635e-05	2.9230595828266814e-06	1.3581120258874892e-06	8.746452424799958e-06	3.2373461960690164e-06	6.548349834442238e-06	7.919409914133471e-06	4.2321161280207367e-07	6.20872827182341e-07	1.343475300278182e-06	3.525224688668719e-06	2.624205665467473e-06
1899	2.2146087368517848e-05	5.893322655278357e-07	5.6905313873098095e-06	1.0768770408731143e-07	4.7453234027930845e-07	6.585859227925539e-05	1.5372194216719697e-05	3.93710264390279e-09	5.807193831839998e-07	4.2151053613841734e-06	3.011746813846068e-08	9.945523759467636e-07	1.2328271233335336e-05	2.9037322032568876e-06	1.3248583335163339e-06	8.650554134094688e-06	3.213765174742938e-06	6.440485386909651e-06	7.81180252878195e-06	4.172597576663455e-07	6.263956038310425e-07	1.3285870181789505e-06	3.528511797412648e-06	2.6063492961319364e-06
1900	2.2022279154043645e-05	5.798603248357332e-07	5.626237387852078e-06	1.0992734494103778e-07	4.723589849423401e-07	6.535587869750868e-05	1.5212706265239312e-05	4.371310932275005e-09	5.83605404764447e-07	4.190663470840913e-06	3.1647421699127724e-08	9.95428219344571e-07	1.2148079804319423e-05	2.8510871743492316e-06	1.286397637808737e-06	8.414706046875966e-06	3.0944819887476375e-06	6.27338489981152e-06	7.71157439365717e-06	4.058587381093405e-07	6.159884752118419e-07	1.2805520555048133e-06	3.506934490360436e-06	2.5524153833040534e-06
1901	2.2202781370391938e-05	5.787410291954334e-07	5.61056062256934e-06	1.0760941547362433e-07	4.7169338504967785e-07	6.533585734099947e-05	1.5241745781427848e-05	3.967879453575003e-09	6.010837166416292e-07	4.206624063434512e-06	3.199698639377857e-08	1.0051927818364805e-06	1.2104416522821079e-05	2.8496938934300227e-06	1.2698425767406922e-06	8.229323092174517e-06	3.026216583228753e-06	6.213191097361102e-06	7.580773139384941e-06	4.119354660555733e-07	6.222554865027112e-07	1.2682016858889256e-06	3.508760300974245e-06	2.5366026485634004e-06
1902	2.217370352549811e-05	5.711893160358679e-07	5.551753084936146e-06	1.0765826731682995e-07	4.6476077792639056e-07	6.431825490186125e-05	1.5044009549975662e-05	3.9907242272667935e-09	5.975843870536275e-07	4.198817480625751e-06	3.2658437731925005e-08	1.0014810771151263e-06	1.1971129684492812e-05	2.8170322496277677e-06	1.2323178647680573e-06	8.02850627223961e-06	2.8871314238391018e-06	6.10179319794822e-06	7.49545136256659e-06	3.9462882130335076e-07	6.122320996837516e-07	1.2517809864220908e-06	3.4446853922937796e-06	2.4588826233541894e-06
1903	2.2218507313352476e-05	5.467322645407486e-07	5.309679636411602e-06	1.092055563438927e-07	4.2845376161234784e-07	6.322064603279744e-05	1.4684808645272693e-05	3.896542390334292e-09	5.862033682595731e-07	4.051805262861308e-06	3.114389152918713e-08	9.447742123873988e-07	1.1723298614794788e-05	2.7450150485362556e-06	1.1761919072991337e-06	7.719854173566481e-06	2.694940316619717e-06	5.956446070091001e-06	7.283216356362183e-06	3.6629583226905585e-07	5.764448798929931e-07	1.2040603840952308e-06	3.251077129919265e-06	2.2733375512221495e-06
1904	2.203501078059032e-05	5.446002303090478e-07	5.116607618609643e-06	1.0272470823175744e-07	3.992453717468639e-07	6.228205789479293e-05	1.4399803278917847e-05	3.3405097101178528e-09	5.896433614387726e-07	3.895538546722881e-06	3.1582521486939186e-08	9.080623937864272e-07	1.1582140099822677e-05	2.7237162742364618e-06	1.1501077291801006e-06	7.519594808919854e-06	2.5286511962414286e-06	5.876516037720389e-06	7.130652777829839e-06	3.4903544587905344e-07	5.5189670839744e-07	1.1754042361644679e-06	3.1154759848764764e-06	2.1780564176359415e-06
1905	2.190141614326941e-05	5.356300058727876e-07	4.99475722140882e-06	1.0796383723540462e-07	3.7955146581225563e-07	6.127754542311388e-05	1.4219105391280859e-05	3.362208257838363e-09	5.927058006298986e-07	3.833103262097991e-06	3.038349736885136e-08	8.822100799729274e-07	1.1408351773362873e-05	2.6719458544123753e-06	1.1081461691121928e-06	7.268439341195128e-06	2.403476855761255e-06	5.8524662043575e-06	6.951794278263281e-06	3.312103201226689e-07	5.386689443704589e-07	1.1564257614996417e-06	3.0118265255753485e-06	2.1490133609144583e-06
1906	2.1704670611403083e-05	5.358701043535672e-07	4.921490861826376e-06	1.0700476695189667e-07	3.463737406101635e-07	6.018045054848439e-05	1.4143240020660284e-05	3.255608512934113e-09	6.003820983226303e-07	3.816293266416844e-06	3.089129891569493e-08	8.6522081638967e-07	1.1200622663766677e-05	2.6398162325287037e-06	1.0705665301559617e-06	7.037837479271859e-06	2.322774662388838e-06	5.756901373388246e-06	6.832587197485347e-06	3.2254301832576206e-07	5.283599680946541e-07	1.132641906614091e-06	2.9146009247987033e-06	2.1261935541718102e-06
1907	2.194754701382148e-05	5.359430669419193e-07	4.894525968016491e-06	1.0778234228934838e-07	3.314220659181696e-07	5.928553010952393e-05	1.4046020753864599e-05	3.4025019309983205e-09	6.074715201975778e-07	3.7798942490293745e-06	2.8680442655724747e-08	8.355208121559241e-07	1.1029421200094345e-05	2.6359371401797816e-06	1.024211006292067e-06	6.861190870820012e-06	2.2747718893307526e-06	5.746541514132072e-06	6.725186722178478e-06	3.1832893146851606e-07	5.205620336060488e-07	1.135261170150313e-06	2.832641290037178e-06	2.0924742979592078e-06
1908	2.1654318905867903e-05	5.326480163603264e-07	4.7876798946942604e-06	1.0784727269960318e-07	3.110472286087835e-07	5.8206996202768225e-05	1.3828328779449553e-05	3.378842888019611e-09	5.987806649240415e-07	3.7128777096638388e-06	2.7621442403155276e-08	7.913601588630367e-07	1.075846752688189e-05	2.5560703176909428e-06	9.853230592073357e-07	6.6260576464368825e-06	2.1747442490647828e-06	5.626779966405593e-06	6.6594420137075105e-06	3.0369357010126154e-07	4.981307516313141e-07	1.122016621073791e-06	2.7207266027419663e-06	2.0746960152402087e-06
1909	2.1607020763830015e-05	5.356192949485765e-07	4.73060384008152e-06	1.0347870370099241e-07	3.0378183981026397e-07	5.8005665258471186e-05	1.3773221456046616e-05	3.3617839940396674e-09	6.017065987050176e-07	3.686482354428985e-06	2.730285914814041e-08	7.730368533235119e-07	1.037206610427737e-05	2.4939935688702723e-06	9.63117729822573e-07	6.360546974195001e-06	2.123840967474929e-06	5.504151756343033e-06	6.5327203628839925e-06	2.974560646050252e-07	4.836690915713657e-07	1.111139486705984e-06	2.6006910372546244e-06	2.0698532807728043e-06
1910	2.1241650236853665e-05	5.358490479271236e-07	4.700402249519746e-06	9.803202313410761e-08	2.864879462549652e-07	5.7372688648423976e-05	1.3686660557661006e-05	3.386747802837574e-09	6.126193982579155e-07	3.681696853163885e-06	2.6983310570065962e-08	7.479341174335527e-07	1.00076900447935e-05	2.4116199840916252e-06	9.247679193841967e-07	6.108860556456161e-06	2.0457788260890605e-06	5.324644592162388e-06	6.445980423969948e-06	2.9092642047804216e-07	4.7365374809617477e-07	1.0914753342409052e-06	2.5098020484749995e-06	2.0628740133231205e-06
1911	2.112495842863739e-05	5.366627046246972e-07	4.648059790010198e-06	9.093778885471693e-08	2.722645738068812e-07	5.707486707251519e-05	1.349971249250562e-05	3.265364042651494e-09	6.253523646851786e-07	3.6527168439144068e-06	2.6092601095634952e-08	7.266305439251093e-07	9.675325210472302e-06	2.3286230381407743e-06	8.921314978189392e-07	5.78631709556378e-06	1.971286012901276e-06	5.158442036190536e-06	6.38161067659634e-06	2.8656735042074744e-07	4.5991600115615127e-07	1.0630700038356217e-06	2.3961759195247268e-06	2.0219607189834017e-06
1912	2.112025426218419e-05	5.468934643561494e-07	4.609741413982452e-06	8.544146469700666e-08	2.505352694827577e-07	5.6805963270432714e-05	1.3338769999141473e-05	3.1386498796795846e-09	6.437568263858598e-07	3.633476905763798e-06	2.6316260155161738e-08	6.981715370914441e-07	9.285779144972497e-06	2.2520842516574443e-06	8.649482359552556e-07	5.49450468107742e-06	1.8990963326359633e-06	4.947600830616596e-06	6.305616417583744e-06	2.756326560009776e-07	4.4414854219862067e-07	1.0093687023982056e-06	2.2828345761029467e-06	1.995534116109151e-06
1913	2.0943617138462806e-05	5.54225079797886e-07	4.578055917850829e-06	8.020580415697103e-08	2.2894697134948467e-07	5.637488460966519e-05	1.3002862033317797e-05	3.0641123923861156e-09	6.666148887494014e-07	3.5836668043235216e-06	2.6348137132410036e-08	6.63476937136563e-07	8.867393847010265e-06	2.1469154814570046e-06	8.275328663590439e-07	5.204573751273399e-06	1.7933557338827605e-06	4.688301097693122e-06	6.2730598204195435e-06	2.6431083556742253e-07	4.230888066558691e-07	9.66241048315299e-07	2.1813180930101746e-06	1.9776505268964684e-06
1914	2.063887300859538e-05	5.742998853617922e-07	4.5497257425657674e-06	7.411614331788639e-08	2.0545768109059281e-07	5.6221163374305305e-05	1.2676582757973978e-05	2.301764413990627e-09	7.011732918726921e-07	3.5547858975145833e-06	2.641350579527365e-08	6.557417334209146e-07	8.407434052060125e-06	2.029660988357916e-06	8.074017695694888e-07	4.884912738946566e-06	1.6880463005821054e-06	4.403319085862936e-06	6.1663721291032355e-06	2.528653644568684e-07	4.054304716711548e-07	9.15171451002347e-07	2.054472377364748e-06	1.953189358313726e-06
1915	2.0553608400015427e-05	6.472248596115346e-07	4.636009310031243e-06	6.962679068221536e-08	1.8991751257349927e-07	5.626697176402169e-05	1.2181903652422729e-05	2.398294467782185e-09	7.41013228175039e-07	3.5379951961138952e-06	2.7385010322892152e-08	6.435252868998629e-07	7.89713288083606e-06	1.954529985986093e-06	7.836078533987997e-07	4.647241634562046e-06	1.608107157023499e-06	4.143999214128209e-06	6.122676950326422e-06	2.418993696145273e-07	3.9558465963247205e-07	8.548901908917677e-07	1.9572107541015223e-06	1.9162389110403766e-06
1916	2.0175515341439416e-05	6.904953124831081e-07	4.697006845942399e-06	6.767893420292889e-08	1.7615522348738262e-07	5.636925977471817e-05	1.1719448853649997e-05	2.475221440510568e-09	7.675898083497097e-07	3.521593466107983e-06	2.7929971478459137e-08	6.202417840281019e-07	7.606252958274646e-06	1.9969613893928388e-06	7.645531354683044e-07	4.4756301836709355e-06	1.521704673125766e-06	4.016009922582141e-06	6.068647638000714e-06	2.3509286555573844e-07	3.87763305655296e-07	8.188613622093856e-07	1.9214964238147203e-06	1.9018777948076604e-06
1917	1.9990580767625943e-05	7.039054139568179e-07	4.736634504557255e-06	6.403818123398456e-08	1.7241568579200767e-07	5.627557766274549e-05	1.1320097655698191e-05	2.5946211052690113e-09	7.866613356912109e-07	3.528779708566227e-06	2.8593959707937496e-08	6.044840331144639e-07	7.475756709547048e-06	1.944926225405652e-06	7.614811222213445e-07	4.320444726805103e-06	1.4688614718189846e-06	3.990404788315313e-06	5.98676219202129e-06	2.2813633953384332e-07	3.8236704215575757e-07	8.024152212523664e-07	1.899243914392303e-06	1.9058914598904915e-06
1918	1.9667202650452964e-05	7.037166126013159e-07	4.744254575988245e-06	6.398030245285164e-08	1.6237207895691036e-07	5.5773351570158934e-05	1.0901280282788711e-05	2.7871965212002335e-09	8.033949581788744e-07	3.5498360050821376e-06	3.0011988830632874e-08	5.91443884851677e-07	7.242627426811461e-06	1.8793849351693228e-06	7.479373737494046e-07	4.196190600071402e-06	1.4189848473376645e-06	3.916552779108835e-06	6.0920779755438815e-06	2.2446934419154525e-07	3.7616972089641164e-07	7.887614239215119e-07	1.8602618021239842e-06	1.909077777132292e-06
1919	1.9378244490196395e-05	7.135722950936594e-07	4.790289949596627e-06	6.776464900326573e-08	1.6572331113755873e-07	5.543077246069775e-05	1.0624652661915337e-05	2.924253331545604e-09	8.196466946433897e-07	3.5496581339040338e-06	3.1199794493984104e-08	5.878531348051703e-07	7.191900229892261e-06	1.841052835516166e-06	7.50180236406907e-07	4.168792721819565e-06	1.410925148905205e-06	3.938684748001313e-06	6.12738423504717e-06	2.2746669563795357e-07	3.711184198047184e-07	7.967264130976608e-07	1.8563552625242404e-06	1.9204348323650526e-06
1920	1.9258387900273582e-05	7.30650518627434e-07	4.838886395321294e-06	7.179245388653856e-08	1.831155417773646e-07	5.528461614241158e-05	1.0534459631474289e-05	2.8506193754702328e-09	8.298674012101921e-07	3.5679682436498946e-06	3.1038169368002855e-08	5.880373156027677e-07	7.3416343054434814e-06	1.8951691020317542e-06	7.792789509559433e-07	4.205378055693083e-06	1.4463915281989363e-06	4.151774159514129e-06	6.195597117247027e-06	2.3601547484629138e-07	3.81975756421785e-07	8.36366284927083e-07	1.9079311316870317e-06	1.975752443935822e-06
1921	1.9078207904905347e-05	7.199010951808305e-07	4.830384828632564e-06	7.429438753092654e-08	1.8728460661675073e-07	5.480722601142978e-05	1.0415174594007632e-05	3.263322532833156e-09	8.278820717220827e-07	3.5690455726060984e-06	3.436469673902463e-08	5.719929764122103e-07	7.4878794943547944e-06	1.930817201615095e-06	7.975090332885364e-07	4.244003386182678e-06	1.4682307697252587e-06	4.367319239203685e-06	6.279485335523662e-06	2.387548282253452e-07	3.9416830840569415e-07	8.767785532524743e-07	1.9683667135593297e-06	2.0058099607922486e-06
1922	1.895164755946358e-05	6.750275036081023e-07	4.782074418991604e-06	7.925223651942101e-08	2.0055518591886668e-07	5.4200956843227944e-05	1.0522772624556507e-05	3.130518733129861e-09	8.380067210314987e-07	3.5615162882355174e-06	3.608118096362237e-08	5.833308348103725e-07	7.762614391789871e-06	1.990268125544909e-06	8.148465521376888e-07	4.286426051943895e-06	1.5218908759249774e-06	4.559895192609734e-06	6.333454101487794e-06	2.540311336523311e-07	4.071857599033787e-07	9.229552396001444e-07	2.0202969445952997e-06	2.0661410482197037e-06
1923	1.8936995339962387e-05	6.496986933208453e-07	4.7280019706314695e-06	8.290979077888291e-08	2.118630330219925e-07	5.355383629129002e-05	1.054467351683083e-05	3.077368233255535e-09	8.472955934329158e-07	3.5370831028558314e-06	3.6969824281283895e-08	5.954423565006956e-07	8.030314412670642e-06	1.915658961999205e-06	8.410929857356158e-07	4.356370871911557e-06	1.5695454099581444e-06	4.755345539056829e-06	6.533389361201054e-06	2.5764532348862955e-07	4.1579068010833e-07	9.61424989652317e-07	2.0738185639856965e-06	2.0960721615535604e-06
1924	1.890872720520877e-05	6.570401020716028e-07	4.740051671043537e-06	8.610242271548227e-08	2.1871931161448239e-07	5.33811014195505e-05	1.0582964283197985e-05	2.7244928535452573e-09	8.610241804620143e-07	3.531189837043972e-06	3.897966241847176e-08	6.064911579934622e-07	8.103038128735665e-06	1.972612933189209e-06	8.629626222500519e-07	4.381923190521775e-06	1.6119415217222662e-06	4.842115101512588e-06	6.733201644237852e-06	2.665915031587117e-07	4.295538847795147e-07	9.73851050340662e-07	2.122155316491054e-06	2.1396928916926427e-06
1925	1.886956826118486e-05	6.801033204543014e-07	4.750021487000465e-06	9.200761853987518e-08	2.2870649120574983e-07	5.309070391896447e-05	1.0612811430681696e-05	2.7963298977949437e-09	8.806484694494949e-07	3.482631395205057e-06	4.0500152311194274e-08	6.130539418336411e-07	8.185549891745073e-06	2.048716640144578e-06	8.846851479964763e-07	4.398132140132864e-06	1.6568900491620298e-06	4.969978103222924e-06	6.638155615032052e-06	2.694970159414619e-07	4.3981279418403574e-07	9.901768294184876e-07	2.1864423972926616e-06	2.19209450083976e-06
1926	1.8735685443971306e-05	6.955045413243559e-07	4.763192204596375e-06	9.205995610273021e-08	2.332259368488719e-07	5.29084048009411e-05	1.0586863027128857e-05	2.7030249150072905e-09	8.892597276956491e-07	3.4695836218036547e-06	4.155849658055948e-08	6.071193589767583e-07	8.218093366200005e-06	2.1020860653412195e-06	9.024500562710662e-07	4.372337506148531e-06	1.6942575809610259e-06	5.065939278990429e-06	6.8131061457929065e-06	2.729626658037887e-07	4.5464182107934903e-07	1.009755278248901e-06	2.245725064702648e-06	2.2255982392899957e-06
1927	1.8544931143489e-05	6.987357973490102e-07	4.708869450301531e-06	9.263995082164911e-08	2.2772257019758918e-07	5.251140048910331e-05	1.0446791358325364e-05	2.9253126587747147e-09	9.032919641478137e-07	3.45320787736065e-06	4.258511765442563e-08	5.935822774258018e-07	8.111055454459607e-06	2.0353032173911094e-06	9.009039883624479e-07	4.275853630783136e-06	1.6826267191001015e-06	5.039687169171105e-06	6.794781971361122e-06	2.698585603866377e-07	4.568717640397933e-07	1.011640774452514e-06	2.2179362336568635e-06	2.209114589797017e-06
1928	1.8196928847048965e-05	7.13845435841774e-07	4.618997081706766e-06	9.105342866990083e-08	2.2491919488792129e-07	5.228605576641192e-05	1.0262622708978597e-05	2.7349353575496185e-09	9.084873633063191e-07	3.3992027965723537e-06	4.131260768401392e-08	5.786637221457827e-07	7.94374526386881e-06	2.0333121385972064e-06	8.913767958672127e-07	4.145521480885301e-06	1.6569298070732787e-06	5.004885484335578e-06	6.8284812186902855e-06	2.6808622724924393e-07	4.529297094839941e-07	1.0042605335261863e-06	2.1613099079331732e-06	2.1904255130980995e-06
1929	1.7761629351298325e-05	7.057896190027739e-07	4.545805625509404e-06	9.016058299948781e-08	2.1790417089765208e-07	5.195870523623723e-05	9.970558754243289e-06	2.8485580561010693e-09	9.006160277229875e-07	3.3339550619919985e-06	4.141015657361484e-08	5.602083774647326e-07	7.74147604585908e-06	2.065156828783594e-06	8.923791970768694e-07	4.001448717515034e-06	1.6312993693645694e-06	4.978688074126174e-06	6.795181759246459e-06	2.5666088073908864e-07	4.522638497357028e-07	1.0009832018503012e-06	2.1525953570744605e-06	2.164487471288469e-06
1930	1.7272762696458293e-05	7.020896565076587e-07	4.419663290328961e-06	8.920778274809241e-08	2.0277521376296397e-07	5.127730660855637e-05	9.685549360126191e-06	2.7253029198450106e-09	8.995146540006058e-07	3.2685471264163165e-06	4.242385541277015e-08	5.342821956284232e-07	7.444884691462253e-06	2.0182916874286353e-06	8.746415736433326e-07	3.7747739237862073e-06	1.6020024986573844e-06	4.84545781936114e-06	6.682097916512118e-06	2.499313122176058e-07	4.4523995208172504e-07	9.83261957441885e-07	2.08165671925339e-06	2.144043167260991e-06
1931	1.670664590035033e-05	7.149332077460713e-07	4.306110992859301e-06	8.765030453819886e-08	1.921386265329212e-07	5.114193118060939e-05	9.337762354074844e-06	3.089881319061151e-09	8.984593965318968e-07	3.1662396265476545e-06	4.133803547087414e-08	5.029462743420612e-07	7.21006179966415e-06	1.9513021243255935e-06	8.429905733464693e-07	3.5795801522908732e-06	1.5548337484818018e-06	4.800039407980096e-06	6.614796348003438e-06	2.4361022253417885e-07	4.349170166863457e-07	9.802107164042745e-07	2.022526570856696e-06	2.108567416923636e-06
1932	1.634136554327727e-05	7.130031056996293e-07	4.277857734840447e-06	8.35497938770199e-08	1.8983186172200866e-07	5.1083592032747606e-05	9.104380296776071e-06	3.3390751909477346e-09	8.964224207375082e-07	3.1381157441501273e-06	4.0579260079149597e-08	4.913557063446206e-07	7.21379449584804e-06	1.9268969383899403e-06	8.403054607697413e-07	3.4257851828962364e-06	1.5321477349061752e-06	4.886775124240168e-06	6.6816267982566e-06	2.3747428404671416e-07	4.340703867455886e-07	9.734292072088074e-07	1.9732366354219266e-06	2.123313996500136e-06
1933	1.5921494585719692e-05	7.030970842996404e-07	4.1623393047172745e-06	8.071311847451007e-08	1.784431223735997e-07	5.068586376312721e-05	8.862740287440829e-06	3.783402464334935e-09	9.007516398794126e-07	3.078744319801834e-06	4.064909932464746e-08	4.804841060896641e-07	7.028936774336866e-06	1.902052498995285e-06	8.278786854784162e-07	3.273649554103031e-06	1.4939081763389237e-06	4.842074304178823e-06	6.90505865869844e-06	2.2993184448491126e-07	4.2246289971054854e-07	9.61619158650657e-07	1.9066352641467738e-06	2.1022933976512703e-06
1934	1.5574914479137597e-05	7.026318127957763e-07	4.072407494147358e-06	7.784545731835482e-08	1.7044914305383179e-07	5.033103713815633e-05	8.787043433195712e-06	3.5979788830837426e-09	9.041919903601021e-07	3.0035768889190095e-06	4.1303690880210656e-08	4.772831963301931e-07	6.8256107884475825e-06	1.9057304955692546e-06	8.019526538711424e-07	3.1244645210140983e-06	1.4723801931333064e-06	4.755086073211194e-06	7.054073129048837e-06	2.2453580023855985e-07	4.155046196631572e-07	9.41424722051514e-07	1.8881044070440112e-06	2.0699961688868437e-06
1935	1.5465098450866727e-05	6.942578514619007e-07	4.042947336659251e-06	7.757058081584286e-08	1.664584142905109e-07	5.026905637350865e-05	8.674615466069164e-06	3.3417901937734686e-09	9.19829509322361e-07	2.954720620047218e-06	4.202944582841285e-08	4.6368518675470636e-07	6.812802374562514e-06	1.8768827041120467e-06	7.814158656011776e-07	2.998328909598058e-06	1.4483013371448448e-06	4.750197474225258e-06	7.477756103721081e-06	2.1460706177224763e-07	4.0981757365443627e-07	9.170691523000382e-07	1.8757436107210066e-06	2.0679628960351693e-06
1936	1.5286146793057143e-05	6.809761430304206e-07	3.954243766202126e-06	7.544744866956015e-08	1.594825655664473e-07	4.976004233217931e-05	8.542440160194279e-06	3.2765647179593724e-09	9.314867384091485e-07	2.921211392146818e-06	4.272444950207241e-08	4.4374585123867813e-07	6.609127337599473e-06	1.7845258720886444e-06	7.443753621113761e-07	2.860278138021905e-06	1.4086795577635973e-06	4.564132560907248e-06	8.116085414907762e-06	2.0346068855100645e-07	3.8921801806931657e-07	8.615146254799453e-07	1.8091124859763243e-06	2.0215369269343294e-06
1937	1.5435739961893497e-05	6.844184749102819e-07	3.930371641607573e-06	7.483067118333306e-08	1.549022578777632e-07	4.971925747148427e-05	8.529258333770226e-06	3.7272330935930344e-09	9.62327671264315e-07	2.911109829385948e-06	4.3991411148778884e-08	4.3898876356252003e-07	6.325395848502272e-06	1.7978412643060437e-06	7.040725417287572e-07	2.7422610985792872e-06	1.3670866759899321e-06	4.329024152736695e-06	8.403243360329985e-06	1.9461027380072794e-07	3.778116349297177e-07	8.007973925876806e-07	1.7751368334627062e-06	2.0093307284696493e-06
1938	1.5433350069672868e-05	6.815960773565166e-07	3.82737870755331e-06	7.443564393432617e-08	1.4946406829657072e-07	4.890361690611046e-05	8.457013011918337e-06	3.3932108234324687e-09	9.942830680691778e-07	2.885641379180015e-06	4.6310763224255425e-08	4.2806988582404823e-07	6.007413373611468e-06	1.7797690199066501e-06	6.687653889717435e-07	2.6078374568377124e-06	1.295098465042039e-06	4.004153652203968e-06	8.838427415217406e-06	1.7979077223831803e-07	3.583252967993238e-07	7.194416663683764e-07	1.7158903347080923e-06	1.9541195765019178e-06
1939	1.550308258759157e-05	7.241930087989854e-07	3.751660220327072e-06	7.463283172423221e-08	1.3896596178548342e-07	4.8818679975478775e-05	8.336214705195744e-06	3.530310298062643e-09	1.0352597509414148e-06	2.8534896370859187e-06	4.7722547691364525e-08	4.1109486557745966e-07	5.5652377730958894e-06	1.741040071984961e-06	6.214012760860246e-07	2.460729189936371e-06	1.2426629284943504e-06	3.6339237924819045e-06	9.035937832127924e-06	1.7339078185939017e-07	3.3947994130098126e-07	6.511106148211963e-07	1.6616070784688678e-06	1.9165643314928663e-06
1940	1.5719876630880337e-05	7.989056760899465e-07	3.749225373082611e-06	7.608226074548189e-08	1.3311687447575033e-07	4.912988151772879e-05	8.131949730990787e-06	2.9026387166857556e-09	1.07468890421712e-06	2.832026049353382e-06	4.942796394402649e-08	3.9292949947723953e-07	5.3148460860289304e-06	1.7374986620260252e-06	5.812652586558085e-07	2.3220867270928077e-06	1.1969413630400335e-06	3.398457433182297e-06	8.591348952385098e-06	1.636532463830268e-07	3.258859473070126e-07	5.815585544561535e-07	1.6199162148820636e-06	1.9003385887117474e-06
1941	1.5915097849626492e-05	8.576581730527064e-07	3.8146236940000174e-06	7.767313141877302e-08	1.272185150875365e-07	4.960985461366363e-05	7.892994874834716e-06	3.244863504876199e-09	1.1175465845423917e-06	2.815632115016342e-06	5.1304266739699804e-08	3.71621532784567e-07	5.142338458037037e-06	1.7190670210506402e-06	5.561716745562859e-07	2.2128306552206467e-06	1.1818924739210551e-06	3.2328743080662595e-06	8.656946907389543e-06	1.565122066235095e-07	3.156142400127594e-07	5.285914101347901e-07	1.567250868512409e-06	1.913256986491823e-06
1942	1.5960314548075466e-05	8.888052158389266e-07	3.845961698191656e-06	7.517404096038912e-08	1.2037635599426721e-07	4.996339651240435e-05	7.732846305381308e-06	3.543023414336639e-09	1.155167118278249e-06	2.7960087598850284e-06	5.3523155177767224e-08	3.640771483657902e-07	4.843133020975594e-06	1.743064282371571e-06	5.329239099540115e-07	2.1220989115785675e-06	1.1845512355128967e-06	2.9830904233157137e-06	8.165444212084236e-06	1.5258918446241815e-07	3.0366971210631686e-07	4.845682367106617e-07	1.5255502765804913e-06	1.9267058145747536e-06
1943	1.615757979119995e-05	9.211500631473817e-07	3.922015236769637e-06	7.625061166598763e-08	1.2143567979754672e-07	5.1002921411834124e-05	7.723030258992886e-06	3.700935129786436e-09	1.1984091738018573e-06	2.780295744742034e-06	5.561749359474431e-08	3.6972427405349405e-07	4.8668766794435214e-06	1.7459879667772578e-06	5.365702203822106e-07	2.1070412523321077e-06	1.1917303157003647e-06	3.027826356368938e-06	7.755882376971255e-06	1.5794961833697535e-07	3.100716696735617e-07	4.844358727496001e-07	1.5350671154530055e-06	1.9820665946619035e-06
1944	1.5931863215103347e-05	9.171811663171476e-07	3.953140289273246e-06	7.797526535568977e-08	1.2396688374240382e-07	5.154164318810217e-05	7.637250096844842e-06	3.2897900435559434e-09	1.2209597213898502e-06	2.7540690358104517e-06	5.806802556256636e-08	3.66012175488452e-07	4.9498867156216875e-06	1.7626359262326981e-06	5.544001494074889e-07	2.095302014432881e-06	1.2079589980982876e-06	3.134246591279017e-06	7.447536063409643e-06	1.5719716779066012e-07	3.1159691258965593e-07	4.925665523712399e-07	1.5445634906947298e-06	1.994310926940151e-06
